hour,air_temp_c,humidity_pct,data_coverage,quality,data_source,vpd_kpa,humidity_rate_1h,air_temp_rate_1h
2026-02-19 00:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 01:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 02:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 03:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 04:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 05:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 06:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 07:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 08:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 09:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 10:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 11:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 12:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 13:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 14:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 15:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 16:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 17:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 18:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 19:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 20:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 21:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 22:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-19 23:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 00:00:00+05:30,25.3,83.11538461538461,0.005555555555555556,low_quality,real,0.5444997355085297,,
2026-02-20 01:00:00+05:30,,83.14000000000001,0.0,low_quality,real,,0.02461538461540158,
2026-02-20 02:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 03:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 04:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 05:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 06:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 07:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 08:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 09:00:00+05:30,,83.9,0.0,low_quality,real,,,
2026-02-20 10:00:00+05:30,,78.95555555555556,0.0,low_quality,real,,-4.944444444444443,
2026-02-20 11:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 12:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 13:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 14:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 15:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 16:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 17:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 18:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 19:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 20:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 21:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 22:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-20 23:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 00:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 01:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 02:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 03:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 04:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 05:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 06:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 07:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 08:00:00+05:30,,92.33333333333333,0.0,low_quality,real,,,
2026-02-21 09:00:00+05:30,,92.7,0.0,low_quality,real,,0.36666666666667425,
2026-02-21 10:00:00+05:30,,92.69,0.0,low_quality,real,,-0.010000000000005116,
2026-02-21 11:00:00+05:30,,95.66,0.0,low_quality,real,,2.969999999999999,
2026-02-21 12:00:00+05:30,,95.6,0.0,low_quality,real,,-0.060000000000002274,
2026-02-21 13:00:00+05:30,23.3,96.27407407407406,0.005555555555555556,low_quality,interpolated,0.10659207616540023,,
2026-02-21 14:00:00+05:30,23.24901424590337,95.8917320913252,0.0,low_quality,interpolated,0.11716907229345219,-0.3823419827488692,-0.05098575409662942
2026-02-21 15:00:00+05:30,24.32958274184029,94.44719770767416,0.0,low_quality,interpolated,0.16899720374526028,-1.4445343836510318,1.0805684959369195
2026-02-21 16:00:00+05:30,25.029753987583,89.7958594355472,0.0,low_quality,interpolated,0.3238178220407768,-4.651338272126964,0.700171245742709
2026-02-21 17:00:00+05:30,26.40219096939841,88.31214974741073,0.0,low_quality,interpolated,0.4023181143795176,-1.4837096881364715,1.3724369818154116
2026-02-21 18:00:00+05:30,26.42325929935727,86.18025159066909,0.0,low_quality,interpolated,0.4762930844138409,-2.1318981567416415,0.0210683299588581
2026-02-21 19:00:00+05:30,22.9,97.14545454545454,0.011111111111111112,low_quality,real,0.07971288969005519,,
2026-02-21 20:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 21:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 22:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-21 23:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 00:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 01:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 02:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 03:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 04:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 05:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 06:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 07:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 08:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 09:00:00+05:30,,84.5,0.0,low_quality,real,,,
2026-02-22 10:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 11:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 12:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 13:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 14:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 15:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 16:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 17:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 18:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 19:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 20:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 21:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 22:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-22 23:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 00:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 01:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 02:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 03:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 04:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 05:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 06:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 07:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 08:00:00+05:30,22.7,94.87272727272726,0.005555555555555556,low_quality,real,0.14145435976387777,,
2026-02-23 09:00:00+05:30,,95.74,0.0,low_quality,real,,0.8672727272727343,
2026-02-23 10:00:00+05:30,,95.40421052631578,0.0,low_quality,interpolated,,,
2026-02-23 11:00:00+05:30,,95.06842105263158,0.0,low_quality,real,,,
2026-02-23 12:00:00+05:30,,93.91148325358853,0.0,low_quality,interpolated,,,
2026-02-23 13:00:00+05:30,,92.75454545454545,0.0,low_quality,real,,,
2026-02-23 14:00:00+05:30,,92.69935465768799,0.0,low_quality,interpolated,,,
2026-02-23 15:00:00+05:30,,92.59685746352413,0.0,low_quality,interpolated,,-0.10249719416385972,
2026-02-23 16:00:00+05:30,,92.54166666666667,0.0,low_quality,real,,,
2026-02-23 17:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 18:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 19:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 20:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 21:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 22:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-23 23:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 00:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 01:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 02:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 03:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 04:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 05:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 06:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 07:00:00+05:30,,,0.0,low_quality,real,,,
2026-02-24 08:00:00+05:30,22.96,90.0,0.027777777777777776,low_quality,real,0.2802647735596713,,
2026-02-24 09:00:00+05:30,,90.1,0.0,low_quality,real,,0.09999999999999432,
2026-02-24 10:00:00+05:30,,87.55,0.0,low_quality,real,,-2.549999999999997,
2026-02-24 11:00:00+05:30,,87.97391304347826,0.0,low_quality,real,,0.4239130434782652,
2026-02-24 12:00:00+05:30,,87.7,0.0,low_quality,real,,-0.2739130434782595,
2026-02-24 13:00:00+05:30,,83.66666666666667,0.0,low_quality,real,,-4.033333333333331,
2026-02-24 14:00:00+05:30,,79.50212765957447,0.0,low_quality,real,,-4.164539007092202,
2026-02-24 15:00:00+05:30,,77.52241379310345,0.0,low_quality,real,,-1.979713866471016,
